filename,class_id,class_label,recording_dir,duration_s,sr,n_channels,file_size_mb,load_error
0/0_0/0_0_34.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_35.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_36.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_37.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_38.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_39.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_4.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_40.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_41.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_42.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_43.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_44.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_45.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_46.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_47.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_48.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_49.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_5.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_50.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_51.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_52.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_6.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_7.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_8.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_0/0_0_9.wav,0,A - Motorboats,0_0,5.0,16000,1,0.1526,False
0/0_1/0_1_1.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_10.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_100.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_101.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_11.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_12.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_13.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_14.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_15.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_16.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_17.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_18.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_19.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_2.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_20.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_21.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_22.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_23.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_24.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_25.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_26.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_27.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_28.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_29.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_3.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_30.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_31.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_32.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_33.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_34.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_35.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_36.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_37.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_38.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_39.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_4.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_40.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_41.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_42.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_43.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_44.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_45.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_46.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_47.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_48.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_49.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_5.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_50.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_51.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_52.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_53.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_54.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_55.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_56.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_57.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_58.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_59.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_6.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_60.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_61.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_62.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_63.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_64.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_65.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_66.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_67.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_68.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_69.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_7.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_70.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_71.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_72.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_73.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_74.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_75.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_76.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_77.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_78.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_79.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_8.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_80.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_81.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_82.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_83.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_84.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_85.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_86.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_87.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_88.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_89.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_9.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_90.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_91.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_92.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_93.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_94.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_95.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_96.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_97.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_98.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_1/0_1_99.wav,0,A - Motorboats,0_1,5.0,16000,1,0.1526,False
0/0_2/0_2_1.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_10.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_100.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_101.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_102.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_103.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_104.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_105.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_106.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_107.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_108.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_109.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_11.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_110.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_111.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_112.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_113.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_114.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_115.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_116.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_117.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_118.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_119.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_12.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_120.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_121.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_122.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_123.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_124.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_125.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_126.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_127.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_128.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_129.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_13.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_130.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_131.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_132.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_133.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_134.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_135.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_136.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_137.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_138.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_139.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_14.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_140.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_141.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_142.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_143.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_144.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_15.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_16.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_17.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_18.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_19.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_2.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_20.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_21.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_22.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_23.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_24.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_25.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_26.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_27.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_28.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_29.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_3.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_30.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_31.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_32.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_33.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_34.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_35.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_36.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_37.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_38.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_39.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_4.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_40.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_41.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_42.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_43.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_44.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_45.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_46.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_47.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_48.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_49.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_5.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_50.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_51.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_52.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_53.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_54.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_55.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_56.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_57.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_58.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_59.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_6.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_60.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_61.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_62.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_63.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_64.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_65.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_66.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_67.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_68.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_69.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_7.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_70.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_71.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_72.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_73.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_74.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_75.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_76.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_77.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_78.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_79.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_8.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_80.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_81.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_82.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_83.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_84.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_85.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_86.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_87.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_88.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_89.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_9.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_90.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_91.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_92.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_93.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_94.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_95.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_96.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_97.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_98.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_2/0_2_99.wav,0,A - Motorboats,0_2,5.0,16000,1,0.1526,False
0/0_3/0_3_1.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_10.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_11.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_12.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_13.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_14.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_15.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_16.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_17.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_18.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_19.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
0/0_3/0_3_2.wav,0,A - Motorboats,0_3,5.0,16000,1,0.1526,False
